Survey Year,Year,Site,Quad,Species,Live.Length,Live.Width,Live Cover,Notes
3,2021,POMP3,34,MCAV,7,7,49,
3,2021,POMP3,36,MCAV,7,6,42,
3,2021,POMP3,38,PAST,7,3,21,
3,2021,POMP4,31,PPOR,7,4,28,
3,2021,POMP6,4,OFAV,7,7,49,
3,2021,POMP6,24,MMEA,7,7,49,
3,2021,POMP6,27,SSID,7,6,42,
3,2021,POMP6,40,SINT,7,5,35,
1,2020,Pompano,4,MDEC,7,5,35,
1,2020,Pompano,19,MCAV,7,5,35,
1,2020,Pompano,24,PAST,7,6,42,
1,2020,Pompano,29,DSTO,7,6,42,
1,2020,FTL Deep,1,SINT,7,5,35,
1,2020,FTL Deep,1,SINT,7,6,42,
1,2020,FTL Deep,6,MSEN,7,6,42,
1,2020,FTL Deep,8,MSEN,7,3,21,
1,2020,FTL Deep,12,MDEC,7,3,21,
1,2020,FTL Deep,12,MDEC,7,5,35,
1,2020,FTL Deep,14,SINT,7,5,35,
1,2020,FTL Deep,16,MSEN,7,6,42,
1,2020,FTL Deep,36,MDEC,7,6,42,
1,2020,FTL Deep,36,MDEC,7,7,49,
1,2020,JUL Deep,3,SSID,7,6,42,
1,2020,JUL Deep,5,SINT,7,4,28,
1,2020,JUL Deep,10,SSID,7,6,42,
1,2020,JUL Deep,11,MCAV,7,4,28,
1,2020,JUL Deep,11,SINT,7,2,14,
1,2020,JUL Deep,12,MDEC,7,6,42,
1,2020,JUL Deep,12,SINT,7,7,49,
1,2020,JUL Deep,13,MDEC,7,3,21,
1,2020,JUL Deep,15,PAST,7,5,35,
1,2020,JUL Deep,22,SINT,7,4,28,
1,2020,JUL Deep,25,SINT,7,6,42,
1,2020,JUL Deep,26,SSID,7,4,28,
1,2020,JUL Deep,32,SINT,7,3,21,
1,2020,JUL Deep,33,MCAV,7,6,42,
1,2020,Hollywood,12,MDEC,7,6,42,
1,2020,Hollywood,18,SINT,7,7,49,
1,2020,Hollywood,22,MMEA,7,1,7,
1,2020,Hollywood,24,MDEC,7,5,35,
1,2020,Deerfield,4,MDEC,7,5,35,
1,2020,Deerfield,5,SINT,7,3,21,
1,2020,Deerfield,11,MDEC,7,4,28,
1,2020,Deerfield,16,MMEA,7,6,42,
1,2020,Deerfield,17,SINT,7,6,42,
1,2020,Deerfield,29,SINT,7,5,35,
1,2020,Deerfield,39,MCAV,7,6,42,
1,2020,Hillsboro,1,MMEA,7,6,42,
1,2020,Hillsboro,5,SSID,7,5,35,
1,2020,Hillsboro,6,SINT,7,6,42,
1,2020,Hillsboro,16,SSID,7,5,35,
1,2020,Hillsboro,40,SINT,7,6,42,
2,2021,JUL Deep,8,SINT,7,3,21,
2,2021,JUL Deep,11,MCAV,7,5,35,
2,2021,JUL Deep,16,SINT,7,5,35,
2,2021,JUL Deep,19,SINT,7,6,42,
2,2021,JUL Deep,23,SINT,7,6,42,
2,2021,JUL Deep,25,PAST,7,6,42,
2,2021,JUL Deep,28,MCAV,7,5,35,
2,2021,JUL Deep,33,SINT,7,3,21,
2,2021,JUL Deep,35,SINT,7,5,35,
2,2021,JUL Deep,37,MDEC,7,2,14,
2,2021,FTL Deep,1,PAST,7,5,35,
2,2021,FTL Deep,1,MDEC,7,6,42,
2,2021,FTL Deep,25,SINT,7,6,42,
2,2021,FTL Deep,36,SSID,7,5,35,
2,2021,Pompano,1,SSID,7,4,28,
2,2021,Pompano,38,OFRA,7,5,35,
2,2021,Pompano,14,MCAV,7,6,42,
2,2021,Pompano,19,MDEC,7,4,28,
2,2021,Pompano,19,SSID,7,5,35,
2,2021,Pompano,24,SINT,7,5,35,
2,2021,Pompano,40,MCAV,7,3,21,
2,2021,Hillsboro,6,SINT,7,7,49,
2,2021,Hillsboro,19,MSEN,7,4,28,
2,2021,Hillsboro,31,SSID,7,5,35,
2,2021,Hillsboro,32,MCAV,7,5,35,
2,2021,Deerfield,1,MDEC,7,6,42,
2,2021,Deerfield,3,MCAV,7,7,49,
2,2021,Deerfield,3,MCAV,7,7,49,
2,2021,Deerfield,5,SINT,7,4,28,
2,2021,Deerfield,8,SINT,7,6,42,
2,2021,Deerfield,11,MDEC,7,5,35,
2,2021,Deerfield,29,SSID,7,6,42,
2,2021,Deerfield,36,MDEC,7,5,35,
2,2021,Deerfield,39,MDEC,7,6,42,
2,2021,Deerfield,39,MCAV,7,6,42,
2,2021,Hollywood,9,SINT,7,5,35,
2,2021,Hollywood,18,SINT,7,7,49,
3,2022,Hollywood,5,MDEC,7,6,42,
3,2022,Hollywood,16,SSID,7,6,42,
3,2022,Hollywood,17,MDEC,7,4,28,
3,2022,Hollywood,21,MDEC,7,6,42,
3,2022,Hollywood,21,MDEC,7,6,42,
3,2022,Hollywood,21,SINT,7,7,49,
3,2022,Hollywood,31,MDEC,7,5,35,
3,2022,JUL Deep,8,PAST,7,7,49,
3,2022,JUL Deep,16,SINT,7,6,42,
3,2022,JUL Deep,23,SINT,7,6,42,
3,2022,JUL Deep,25,SINT,7,6,42,
3,2022,JUL Deep,32,SINT,7,6,42,
3,2022,Pompano,14,MCAV,7,6,42,
3,2022,Pompano,19,SSID,7,6,42,
3,2022,Pompano,29,DSTO,7,6,42,
3,2022,Pompano,36,MDEC,7,3,21,
3,2022,Pompano,38,MDEC,7,5,35,
3,2022,Pompano,40,MCAV,7,6,42,
3,2022,Pompano,40,MDEC,7,2,14,
3,2022,Deerfield,3,MCAV,7,7,49,
3,2022,Deerfield,5,SINT,7,6,42,
3,2022,Deerfield,8,SINT,7,7,49,
3,2022,Deerfield,17,SINT,7,7,49,
3,2022,Deerfield,24,MDEC,7,6,42,
3,2022,Deerfield,29,SINT,7,7,49,
3,2022,Deerfield,37,PAST,7,6,42,
3,2022,Deerfield,39,MCAV,7,6,42,
3,2022,Hillsboro,6,SINT,7,7,49,
3,2022,Hillsboro,32,MCAV,7,6,42,
3,2022,FTL Deep,26,MMEA,7,5,35,
1,2019,DB2,11,MCAV,6,4,24,
1,2019,DB2,14,PAST,6,5,30,
1,2019,DB2,33,PAST,6,5,30,
1,2019,DB3,5,SSID,6,5,30,
1,2019,DB3,22,MCAV,6,4,24,
1,2019,DB3,22,SSID,6,5,30,
1,2019,DB3,22,SINT,6,5,30,
1,2019,DB3,32,SSID,6,6,36,
1,2019,DB3,33,MMEA,6,5,30,
1,2019,DB3,36,SSID,6,5,30,
1,2019,FTL1,7,SSID,6,6,36,
1,2019,FTL1,7,SSID,6,3,18,
1,2019,FTL1,10,AAGA,6,3,18,
1,2019,FTL1,14,PAST,6,5,30,
1,2019,FTL1,17,PAST,6,4,24,
1,2019,FTL1,25,PAST,6,2,12,
1,2019,FTL1,32,PAST,6,4,24,
1,2019,FTL1,40,AAGA,6,4,24,
1,2019,FTL2,9,PAST,6,4,24,
1,2019,FTL2,15,MCAV,6,4,24,
1,2019,FTL2,19,PAST,6,5,30,
1,2019,FTL2,27,SSID,6,5,30,
1,2019,FTL2,32,MCAV,6,6,36,
1,2019,FTL3,27,SINT,6,5,30,
1,2019,FTL3,29,SSID,6,5,30,
1,2019,FTL3,30,SSID,6,4,24,
1,2019,FTL4,5,SINT,6,6,36,
1,2019,FTL4,26,MCAV,6,4,24,
1,2019,FTL5,1,SSID,6,6,36,
1,2019,FTL5,36,PPOR,6,5,30,
1,2019,FTL6,8,AAGA,6,4,24,
1,2019,FTL6,12,AAGA,6,3,18,
1,2019,FTL6,13,AAGA,6,6,36,
1,2019,FTL6,13,AAGA,6,5,30,
1,2019,FTL6,19,AAGA,6,5,30,
1,2019,FTL6,19,PPOR,6,5,30,
1,2019,FTL6,19,AAGA,6,6,36,
1,2019,FTL6,19,AAGA,6,4,24,
1,2019,FTL6,22,AAGA,6,5,30,
1,2019,FTL6,25,PAST,6,3,18,
1,2019,FTL6,28,AAGA,6,4,24,
1,2019,FTL6,29,AAGA,6,3,18,
1,2019,FTL6,30,AAGA,6,4,24,
1,2019,FTL6,31,AAGA,6,4,24,
1,2019,FTL6,32,AAGA,6,4,24,
1,2019,FTL6,33,AAGA,6,4,24,
1,2019,FTL6,34,AAGA,6,4,24,
1,2019,FTL6,34,AAGA,6,3,18,
1,2019,FTL6,34,AAGA,6,5,30,
1,2019,HB2,1,MCAV,6,5,30,
1,2019,HB2,25,SSID,6,4,24,
1,2019,HB2,29,MCAV,6,4,24,
1,2019,HB2,30,MCAV,6,4,24,
1,2019,HB2,32,PPOR,6,3,18,
1,2019,HB2,40,PAST,6,5,30,
1,2019,HB3,16,MCAV,6,4,24,
1,2019,HB3,22,MCAV,6,6,36,
1,2019,HB3,25,MCAV,6,6,36,
1,2019,HB3,30,MCAV,6,4,24,
1,2019,HB3,35,SSID,6,4,24,
1,2019,JUL_1,8,SSID,6,5,30,
1,2019,JUL_1,8,MMEA,6,4,24,
1,2019,JUL_1,10,SSID,6,4,24,
1,2019,JUL_1,24,SSID,6,5,30,
1,2019,JUL_1,35,MCAV,6,5,30,
1,2019,JUL_2,10,SINT,6,4,24,
1,2019,JUL_2,27,MDEC,6,4,24,
1,2019,JUL_2,32,MMEA,6,6,36,
1,2019,JUL_2,32,PAST,6,2,12,
1,2019,JUL_2,33,MCAV,6,5,30,
1,2019,JUL_2,34,MDEC,6,6,36,
1,2019,JUL_7,8,SSID,6,4,24,
1,2019,JUL_7,16,SSID,6,5,30,
1,2019,JUL_7,19,SSID,6,5,30,
1,2019,JUL_7,21,PAST,6,4,24,
1,2019,JUL_8,3,MCAV,6,4,24,
1,2019,JUL_8,18,SSID,6,5,30,
1,2019,JUL_8,23,MCAV,6,5,30,
1,2019,JUL_8,28,SSID,6,5,30,
1,2019,JUL_8,28,PAST,6,3,18,
1,2019,POMP1,3,PPOR,6,5,30,
1,2019,POMP1,9,PPOR,6,5,30,
1,2019,POMP1,11,PPOR,6,4,24,
1,2019,POMP1,19,PAST,6,5,30,
1,2019,POMP1,20,PAST,6,4,24,
1,2019,POMP1,27,PPOR,6,6,36,
1,2019,POMP1,28,PPOR,6,4,24,
1,2019,POMP1,29,PPOR,6,3,18,
1,2019,POMP1,30,PPOR,6,4,24,
1,2019,POMP1,31,PPOR,6,4,24,
1,2019,POMP1,36,PAST,6,5,30,
1,2019,POMP2,3,SINT,6,5,30,
1,2019,POMP2,11,PPOR,6,4,24,
1,2019,POMP2,11,SINT,6,4,24,
1,2019,POMP2,25,SSID,6,4,24,
1,2019,POMP2,36,SINT,6,3,18,
1,2019,POMP3,4,MCAV,6,5,30,
1,2019,POMP3,5,SINT,6,6,36,
1,2019,POMP3,5,SINT,6,5,30,
1,2019,POMP3,7,PAST,6,4,24,
1,2019,POMP3,18,PAST,6,6,36,
1,2019,POMP3,20,PAST,6,6,36,
1,2019,POMP3,21,PAST,6,2,12,
1,2019,POMP3,22,MMEA,6,4,24,
1,2019,POMP3,23,SSID,6,3,18,
1,2019,POMP3,38,SSID,6,5,30,
1,2019,POMP3,38,PAST,6,4,24,
1,2019,POMP3,38,PAST,6,4,24,
1,2019,POMP4,28,PPOR,6,3,18,
1,2019,POMP4,30,MCAV,6,3,18,
1,2019,POMP4,34,PPOR,6,4,24,
1,2019,POMP4,36,PPOR,6,3,18,
1,2019,POMP6,24,SINT,6,5,30,
1,2019,POMP6,27,MCAV,6,4,24,
1,2019,POMP6,32,SSID,6,4,24,
2,2020,DB2,16,PAST,6,5,30,
2,2020,DB2,21,PPOR,6,5,30,
2,2020,DB2,23,SSID,6,5,30,
2,2020,DB2,24,SSID,6,6,36,
2,2020,DB2,27,SSID,6,5,30,
2,2020,DB2,30,SSID,6,5,30,
2,2020,DB3,17,PAST,6,5,30,
2,2020,DB3,20,SSID,6,5,30,
2,2020,DB3,22,MCAV,6,6,36,
2,2020,DB3,31,MDEC,6,3,18,
2,2020,DB3,33,MMEA,6,6,36,
2,2020,FTL1,32,DLAB,6,6,36,
2,2020,FTL1,40,PPOR,6,3,18,
2,2020,FTL2,5,SSID,6,5,30,
2,2020,FTL2,13,MCAV,6,5,30,
2,2020,FTL2,15,MCAV,6,6,36,
2,2020,FTL2,19,PAST,6,5,30,
2,2020,FTL3,6,MMEA,6,6,36,
2,2020,FTL3,22,SSID,6,4,24,
2,2020,FTL3,25,EFAS,6,5,30,
2,2020,FTL3,35,MCAV,6,5,30,
2,2020,FTL3,35,SINT,6,4,24,
2,2020,FTL4,4,PPOR,6,3,18,
2,2020,FTL4,5,SINT,6,5,30,
2,2020,FTL4,12,SSID,6,5,30,
2,2020,FTL4,19,AAGA,6,3,18,
2,2020,FTL4,25,PAST,6,4,24,
2,2020,FTL4,39,AAGA,6,3,18,
2,2020,FTL5,1,SINT,6,4,24,
2,2020,FTL5,10,PAST,6,5,30,
2,2020,FTL5,24,MCAV,6,5,30,
2,2020,FTL5,29,MCAV,6,5,30,
2,2020,FTL5,36,PPOR,6,4,24,
2,2020,FTL5,38,SSID,6,5,30,
2,2020,FTL5,38,MCAV,6,5,30,
2,2020,FTL6,11,PPOR,6,4,24,
2,2020,FTL6,12,AAGA,6,5,30,
2,2020,FTL6,12,AAGA,6,5,30,
2,2020,FTL6,13,AAGA,6,5,30,
2,2020,FTL6,13,AAGA,6,5,30,
2,2020,FTL6,20,PAST,6,5,30,
2,2020,FTL6,20,MCAV,6,5,30,
2,2020,FTL6,21,AAGA,6,4,24,
2,2020,FTL6,22,AAGA,6,3,18,
2,2020,FTL6,22,AAGA,6,3,18,
2,2020,FTL6,22,AAGA,6,3,18,
2,2020,FTL6,22,AAGA,6,3,18,
2,2020,FTL6,24,AAGA,6,1,6,
2,2020,FTL6,24,AAGA,6,4,24,
2,2020,FTL6,25,PAST,6,3,18,
2,2020,FTL6,28,AAGA,6,4,24,
2,2020,FTL6,39,PAST,6,5,30,
2,2020,HB2,6,PAST,6,4,24,
2,2020,HB2,8,MCAV,6,5,30,
2,2020,HB2,16,SSID,6,5,30,
2,2020,HB2,20,SSID,6,6,36,
2,2020,HB2,25,SSID,6,4,24,
2,2020,HB2,27,PAST,6,5,30,
2,2020,HB2,30,SSID,6,6,36,
2,2020,HB2,37,MCAV,6,1,6,
2,2020,HB2,39,MCAV,6,5,30,
2,2020,HB2,39,PAST,6,4,24,
2,2020,HB3,5,PAST,6,4,24,
2,2020,HB3,13,SINT,6,5,30,
2,2020,HB3,18,SSID,6,6,36,
2,2020,HB3,18,PAST,6,5,30,
2,2020,HB3,21,PAST,6,6,36,
2,2020,HB3,25,PAST,6,5,30,
2,2020,HB3,30,MCAV,6,4,24,
2,2020,HB3,32,MCAV,6,1,6,
2,2020,HH2,21,SBOU,6,5,30,
2,2020,JUL_1,5,PSTR,6,6,36,
2,2020,JUL_1,8,MMEA,6,4,24,
2,2020,JUL_1,8,PPOR,6,4,24,
2,2020,JUL_1,10,SSID,6,6,36,
2,2020,JUL_1,25,SINT,6,4,24,
2,2020,JUL_1,26,SINT,6,4,24,
2,2020,JUL_1,35,MCAV,6,5,30,
2,2020,JUL_2,3,MCAV,6,4,24,
2,2020,JUL_2,27,SINT,6,4,24,
2,2020,JUL_2,29,SINT,6,3,18,
2,2020,JUL_2,32,MMEA,6,2,12,
2,2020,JUL_2,33,MCAV,6,5,30,
2,2020,JUL_2,35,SSID,6,5,30,
2,2020,JUL_6,20,PAST,6,4,24,
2,2020,JUL_6,28,ACER,6,2,12,
2,2020,JUL_7,2,DSTO,6,6,36,
2,2020,JUL_7,19,SSID,6,5,30,
2,2020,JUL_7,21,SSID,6,5,30,
2,2020,JUL_7,23,SSID,6,5,30,
2,2020,JUL_7,25,SINT,6,5,30,
2,2020,JUL_8,3,SINT,6,4,24,
2,2020,JUL_8,17,SINT,6,5,30,
2,2020,JUL_8,18,SSID,6,6,36,
2,2020,JUL_8,18,MCAV,6,6,36,
2,2020,JUL_8,28,PAST,6,3,18,
2,2020,POMP1,7,PPOR,6,5,30,
2,2020,POMP1,9,PPOR,6,5,30,
2,2020,POMP1,10,PAST,6,4,24,
2,2020,POMP1,11,PPOR,6,5,30,
2,2020,POMP1,15,PPOR,6,4,24,
2,2020,POMP1,18,SSID,6,5,30,
2,2020,POMP1,20,PPOR,6,5,30,
2,2020,POMP1,25,PPOR,6,5,30,
2,2020,POMP1,26,PAST,6,5,30,
2,2020,POMP1,28,PPOR,6,4,24,
2,2020,POMP1,29,PPOR,6,5,30,
2,2020,POMP1,32,PAST,6,3,18,
2,2020,POMP1,36,PPOR,6,8,48,
2,2020,POMP2,14,SINT,6,4,24,
2,2020,POMP2,17,MCAV,6,5,30,
2,2020,POMP2,29,SSID,6,3,18,
2,2020,POMP2,33,PSTR,6,4,24,NJ 1/14/22 - changed FROM CNAT to PSTR based upon image and 2021 survey ID
2,2020,POMP3,2,SSID,6,3,18,
2,2020,POMP3,6,MDEC,6,5,30,
2,2020,POMP3,7,MCAV,6,5,30,
2,2020,POMP3,8,PAST,6,6,36,
2,2020,POMP3,9,SSID,6,4,24,
2,2020,POMP3,11,MDEC,6,3,18,
2,2020,POMP3,11,SSID,6,5,30,
2,2020,POMP3,12,SINT,6,4,24,
2,2020,POMP3,13,MCAV,6,4,24,
2,2020,POMP3,15,SINT,6,5,30,
2,2020,POMP3,18,PAST,6,6,36,
2,2020,POMP3,20,PAST,6,5,30,
2,2020,POMP3,20,SSID,6,4,24,
2,2020,POMP3,20,PAST,6,5,30,
2,2020,POMP3,21,SSID,6,4,24,
2,2020,POMP3,22,MMEA,6,6,36,
2,2020,POMP3,22,SINT,6,6,36,
2,2020,POMP3,23,PAST,6,5,30,
2,2020,POMP3,23,SSID,6,3,18,
2,2020,POMP3,25,SSID,6,4,24,
2,2020,POMP3,34,MMEA,6,5,30,
2,2020,POMP3,34,MCAV,6,6,36,
2,2020,POMP3,36,MCAV,6,6,36,
2,2020,POMP3,36,PAST,6,4,24,
2,2020,POMP3,38,PAST,6,4,24,
2,2020,POMP4,35,PAST,6,5,30,
2,2020,POMP4,35,PPOR,6,4,24,
2,2020,POMP5,34,SINT,6,5,30,
2,2020,POMP6,3,SINT,6,5,30,
2,2020,POMP6,7,SSID,6,5,30,
2,2020,POMP6,18,SSID,6,4,24,
2,2020,POMP6,27,SSID,6,5,30,
2,2020,POMP6,36,SSID,6,5,30,
3,2021,DB2,21,MCAV,6,3,18,
3,2021,DB2,25,PSTR,6,2,12,
3,2021,DB2,27,SSID,6,5,30,
3,2021,DB2,30,SSID,6,5,30,
3,2021,DB3,5,SSID,6,5,30,
3,2021,DB3,5,PAST,6,5,30,
3,2021,DB3,5,PAST,6,3,18,
3,2021,DB3,5,SSID,6,3,18,
3,2021,DB3,8,EFAS,6,4,24,
3,2021,DB3,17,PAST,6,4,24,
3,2021,DB3,22,SSID,6,4,24,
3,2021,DB3,22,MCAV,6,6,36,
3,2021,DB3,36,SINT,6,5,30,
3,2021,DB3,36,SSID,6,5,30,
3,2021,FTL1,26,AAGA,6,5,30,
3,2021,FTL1,37,PPOR,6,3,18,
3,2021,FTL1,40,AAGA,6,4,24,
3,2021,FTL2,13,MCAV,6,5,30,
3,2021,FTL2,26,MCAV,6,4,24,
3,2021,FTL2,27,MCAV,6,5,30,
3,2021,FTL2,35,SSID,6,6,36,
3,2021,FTL3,22,SSID,6,5,30,
3,2021,FTL3,25,EFAS,6,5,30,
3,2021,FTL3,35,SINT,6,4,24,
3,2021,FTL4,4,PPOR,6,5,30,
3,2021,FTL4,13,SSID,6,4,24,
3,2021,FTL4,14,SINT,6,6,36,
3,2021,FTL4,14,MCAV,6,5,30,
3,2021,FTL4,14,MCAV,6,5,30,
3,2021,FTL4,17,ACER,6,2,12,
3,2021,FTL4,39,AAGA,6,6,36,
3,2021,FTL5,10,PAST,6,5,30,
3,2021,FTL5,18,SSID,6,5,30,
3,2021,FTL5,25,MCAV,6,6,36,
3,2021,FTL5,27,PPOR,6,5,30,
3,2021,FTL6,8,AAGA,6,6,36,
3,2021,FTL6,8,AAGA,6,5,30,
3,2021,FTL6,10,AAGA,6,5,30,
3,2021,FTL6,11,AAGA,6,4,24,
3,2021,FTL6,11,AAGA,6,4,24,
3,2021,FTL6,15,AAGA,6,6,36,
3,2021,FTL6,18,AAGA,6,4,24,
3,2021,FTL6,19,AAGA,6,3,18,
3,2021,FTL6,19,AAGA,6,3,18,
3,2021,FTL6,19,AAGA,6,3,18,
3,2021,FTL6,22,AAGA,6,6,36,
3,2021,FTL6,22,PAST,6,4,24,
3,2021,FTL6,23,AAGA,6,5,30,
3,2021,FTL6,25,AAGA,6,4,24,
3,2021,FTL6,27,AAGA,6,4,24,
3,2021,FTL6,27,PAST,6,4,24,
3,2021,FTL6,32,AAGA,6,4,24,
3,2021,FTL6,37,MCAV,6,4,24,
3,2021,FTL6,39,PAST,6,4,24,
3,2021,HB2,1,MCAV,6,6,36,
3,2021,HB2,4,SINT,6,5,30,
3,2021,HB2,7,SSID,6,6,36,
3,2021,HB2,8,MCAV,6,4,24,
3,2021,HB2,16,SSID,6,6,36,
3,2021,HB2,18,PAST,6,5,30,
3,2021,HB2,18,SSID,6,5,30,
3,2021,HB2,26,SSID,6,5,30,
3,2021,HB2,38,SINT,6,5,30,
3,2021,HB3,5,PAST,6,4,24,
3,2021,HB3,7,SINT,6,5,30,
3,2021,HB3,7,PAST,6,3,18,
3,2021,HB3,13,SINT,6,5,30,
3,2021,HB3,14,PAST,6,5,30,
3,2021,HB3,30,MCAV,6,5,30,
3,2021,HH2,3,PPOR,6,2,12,
3,2021,HH2,24,PAST,6,5,30,
3,2021,JUL_1,4,MCAV,6,5,30,
3,2021,JUL_1,7,SSID,6,5,30,
3,2021,JUL_1,8,SSID,6,4,24,
3,2021,JUL_1,8,MMEA,6,5,30,
3,2021,JUL_1,16,MMEA,6,4,24,
3,2021,JUL_1,26,SINT,6,4,24,
3,2021,JUL_1,28,MCAV,6,4,24,
3,2021,JUL_2,2,MDEC,6,5,30,
3,2021,JUL_2,3,SSID,6,4,24,
3,2021,JUL_2,9,MCAV,6,5,30,
3,2021,JUL_2,13,SINT,6,4,24,
3,2021,JUL_2,25,PAST,6,4,24,
3,2021,JUL_2,28,SINT,6,4,24,
3,2021,JUL_2,31,SSID,6,4,24,
3,2021,JUL_2,32,MMEA,6,5,30,
3,2021,JUL_2,35,SSID,6,4,24,
3,2021,JUL_6,20,PAST,6,5,30,
3,2021,JUL_7,2,DSTO,6,6,36,
3,2021,JUL_7,39,SSID,6,3,18,
3,2021,JUL_7,5,SSID,6,6,36,
3,2021,JUL_7,5,SSID,6,6,36,
3,2021,JUL_7,10,SSID,6,5,30,
3,2021,JUL_7,15,SSID,6,4,24,
3,2021,JUL_7,22,AAGA,6,4,24,
3,2021,JUL_7,23,SSID,6,5,30,
3,2021,JUL_7,25,SINT,6,6,36,
3,2021,JUL_7,25,SINT,6,4,24,
3,2021,JUL_7,27,SSID,6,4,24,
3,2021,JUL_7,35,PAST,6,1,6,
3,2021,JUL_7,38,SINT,6,3,18,
3,2021,JUL_7,39,PAST,6,5,30,
3,2021,JUL_7,39,PAST,6,4,24,
3,2021,JUL_8,5,SINT,6,6,36,
3,2021,JUL_8,6,MCAV,6,5,30,
3,2021,JUL_8,9,MCAV,6,5,30,
3,2021,JUL_8,17,SINT,6,5,30,
3,2021,JUL_8,18,MCAV,6,5,30,
3,2021,JUL_8,21,PAST,6,5,30,
3,2021,JUL_8,23,MCAV,6,5,30,
3,2021,JUL_8,27,SSID,6,3,18,
3,2021,JUL_8,37,SSID,6,4,24,
3,2021,POMP1,11,PPOR,6,5,30,
3,2021,POMP1,18,PAST,6,6,36,
3,2021,POMP1,25,PPOR,6,5,30,
3,2021,POMP1,27,PPOR,6,4,24,
3,2021,POMP1,28,PPOR,6,3,18,
3,2021,POMP1,29,PPOR,6,5,30,
3,2021,POMP1,30,PPOR,6,5,30,
3,2021,POMP1,30,PPOR,6,5,30,
3,2021,POMP1,33,PPOR,6,5,30,
3,2021,POMP1,36,PAST,6,4,24,
3,2021,POMP2,9,MMEA,6,5,30,
3,2021,POMP2,13,SSID,6,6,36,
3,2021,POMP2,25,SSID,6,5,30,
3,2021,POMP2,36,SSID,6,5,30,
3,2021,POMP2,40,SSID,6,5,30,
3,2021,POMP3,6,MDEC,6,3,18,
3,2021,POMP3,7,MCAV,6,5,30,
3,2021,POMP3,8,SSID,6,3,18,
3,2021,POMP3,8,PAST,6,5,30,
3,2021,POMP3,9,SSID,6,5,30,
3,2021,POMP3,9,SINT,6,3,18,
3,2021,POMP3,10,SSID,6,3,18,
3,2021,POMP3,17,PAST,6,5,30,
3,2021,POMP3,18,SSID,6,6,36,
3,2021,POMP3,18,PAST,6,3,18,
3,2021,POMP3,20,PAST,6,5,30,
3,2021,POMP3,20,SSID,6,4,24,
3,2021,POMP3,22,MMEA,6,6,36,
3,2021,POMP3,36,PAST,6,5,30,
3,2021,POMP4,21,PAST,6,5,30,
3,2021,POMP4,22,PPOR,6,6,36,
3,2021,POMP5,34,SINT,6,6,36,
3,2021,POMP5,34,DSTO,6,5,30,
3,2021,POMP6,3,SINT,6,3,18,
3,2021,POMP6,6,SSID,6,9,54,
3,2021,POMP6,7,SSID,6,7,42,
3,2021,POMP6,23,PAST,6,4,24,
3,2021,POMP6,24,SINT,6,6,36,
3,2021,POMP6,32,SSID,6,4,24,
3,2021,POMP6,36,SSID,6,5,30,
3,2021,POMP6,37,SSID,6,5,30,
3,2021,POMP6,38,SINT,6,5,30,
1,2020,Pompano,1,SSID,6,4,24,
1,2020,Pompano,4,MDEC,6,6,36,
1,2020,Pompano,4,SSID,6,5,30,
1,2020,Pompano,8,MDEC,6,4,24,
1,2020,Pompano,13,MCAV,6,3,18,
1,2020,Pompano,14,SINT,6,4,24,
1,2020,Pompano,21,MCAV,6,3,18,
1,2020,Pompano,22,SSID,6,6,36,
1,2020,Pompano,36,MDEC,6,3,18,
1,2020,Pompano,40,MCAV,6,4,24,
1,2020,FTL Deep,1,PAST,6,3,18,
1,2020,FTL Deep,8,SINT,6,4,24,
1,2020,FTL Deep,10,SINT,6,4,24,
1,2020,FTL Deep,15,SINT,6,5,30,
1,2020,FTL Deep,25,SINT,6,5,30,
1,2020,FTL Deep,36,SSID,6,4,24,
1,2020,JUL Deep,12,MDEC,6,5,30,
1,2020,JUL Deep,16,SINT,6,5,30,
1,2020,JUL Deep,16,PAST,6,4,24,
1,2020,JUL Deep,26,PAST,6,6,36,
1,2020,JUL Deep,28,SSID,6,5,30,
1,2020,JUL Deep,30,MMEA,6,3,18,
1,2020,JUL Deep,32,SINT,6,5,30,
1,2020,Hollywood,1,MCAV,6,4,24,
1,2020,Hollywood,11,MCAV,6,4,24,
1,2020,Hollywood,16,SSID,6,5,30,
1,2020,Hollywood,21,MDEC,6,5,30,
1,2020,Hollywood,28,MDEC,6,3,18,
1,2020,Hollywood,28,MDEC,6,5,30,
1,2020,Deerfield,24,MDEC,6,2,12,
1,2020,Deerfield,24,MDEC,6,4,24,
1,2020,Deerfield,33,SINT,6,5,30,
1,2020,Deerfield,38,SINT,6,5,30,
1,2020,Deerfield,39,MDEC,6,5,30,
1,2020,Hillsboro,12,SINT,6,5,30,
1,2020,Hillsboro,19,MSEN,6,5,30,
1,2020,Hillsboro,20,SINT,6,5,30,
1,2020,Hillsboro,24,MCAV,6,4,24,
1,2020,Hillsboro,32,MCAV,6,5,30,
1,2020,Hillsboro,34,PAST,6,6,36,
1,2020,Hillsboro,35,SSID,6,5,30,
2,2021,JUL Deep,17,SINT,6,5,30,
2,2021,JUL Deep,19,SSID,6,5,30,
2,2021,JUL Deep,19,SINT,6,5,30,
2,2021,JUL Deep,25,EFAS,6,4,24,
2,2021,JUL Deep,28,SINT,6,3,18,
2,2021,JUL Deep,35,MSEN,6,2,12,
2,2021,FTL Deep,9,SINT,6,5,30,
2,2021,FTL Deep,11,MDEC,6,5,30,
